Ticker,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,category,ytdReturn,fundFamily,fundInceptionDate,legalType,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,address1,address2,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,companyOfficers,compensationAsOfEpochDate,marketCap,sharesOutstanding,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,trailingEps,lastSplitFactor,lastSplitDate,52WeekChange,SandP52WeekChange,currentPrice,recommendationKey,financialCurrency,fullTimeEmployees,exDividendDate,priceToSalesTrailing12Months,enterpriseValue,floatShares,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,shortRatio,shortPercentOfFloat,netIncomeToCommon,enterpriseToRevenue,lastDividendValue,lastDividendDate,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,operatingMargins,fax,profitMargins,enterpriseToEbitda,ebitda,returnOnAssets,returnOnEquity,freeCashflow,grossMargins,ebitdaMargins,beta,yield,beta3Year,threeYearAverageReturn,fiveYearAverageReturn,dividendRate,dividendYield,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,irWebsite,fiveYearAvgDividendYield,forwardPE,forwardEps,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,earningsQuarterlyGrowth,earningsGrowth
CLNE,949 437 1000,"Clean Energy Fuels Corp. provides natural gas as alternative fuels for vehicle fleets and related fueling solutions in the United States and Canada. It supplies renewable natural gas (RNG), compressed natural gas (CNG), and liquefied natural gas (LNG) for medium and heavy-duty vehicles; and offers operation and maintenance services for public and private vehicle fleet customer stations. The company also designs, builds, operates, and maintains vehicle fueling stations; and sells and services compressors and other equipment that are used in RNG production and fueling stations. In addition, it transports and sells CNG, RNG, and LNG through virtual natural gas pipelines and interconnects; sells U.S. federal, state, and local government credits, such as RNG as a vehicle fuel, including Renewable Identification Numbers and Low Carbon Fuel Standards credits; and obtains federal, state, and local credits, grants, and incentives. Further, the company focuses on developing, owning, and operating dairy and other livestock waste RNG projects. It serves heavy-duty trucking, airports, refuse, public transit, industrial, and institutional energy users, as well as government fleets. Clean Energy Fuels Corp. was incorporated in 2001 and is headquartered in Newport Beach, California.",86400,4,3.45,3.47,3.47,3.6699,3.45,3.47,3.47,3.6699,,2919285,2919285,2373164,2876840,2876840,3,4.07,100,100,,2.17,3.6699,2.8438,2.79295,,USD,,,,,,NMS,EQUITY,CLNE,CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels Corp.,1180099800,America/New_York,EST,b189cf18-c75f-3dbb-88f6-e703c1a77841,finmb_1543272,-18000000,,4675 MacArthur Court,Suite 800,Newport Beach,CA,92660,United States,https://www.cleanenergyfuels.com,Oil & Gas Refining & Marketing,oil-gas-refining-marketing,Oil & Gas Refining & Marketing,Energy,energy,Energy,"[{'maxAge': 1, 'name': 'Mr. Andrew J. Littlefair', 'age': 63, 'title': 'Co-Founder, President, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 1239108, 'exercisedValue': 0, 'unexercisedValue': 1223865}, {'maxAge': 1, 'name': 'Mr. Robert M. Vreeland CPA', 'age': 62, 'title': 'Chief Financial Officer', 'yearBorn': 1962, 'fiscalYear': 2023, 'totalPay': 670310, 'exercisedValue': 0, 'unexercisedValue': 576067}, {'maxAge': 1, 'name': 'Mr. Barclay F. Corbus', 'age': 57, 'title': 'Senior VP of Strategic Development & Head of Renewable Fuels', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 717816, 'exercisedValue': 0, 'unexercisedValue': 544512}, {'maxAge': 1, 'name': 'Ms. Barbara  Johnson Bechthold', 'title': 'Vice President of Administration', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James W. Sytsma', 'title': 'VP, Corporate Secretary & General Counsel', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gary  Foster', 'title': 'Senior Vice President of Corporate Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chad M. Lindholm', 'title': 'Senior Vice President of Sales', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Cristiano  Musi', 'age': 50, 'title': 'SVP of Hydrogen, Sustainability & Advanced Technology Markets', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,797741440,223456992,0.52084,223456992,3.244,1.1004932,1703980800,1735603200,1727654400,-0.33,,,0.09154928,0.2000997,3.57,strong_buy,USD,566,,1.9297271,899790016,176847969,10509443,10818334,1734048000,1736899200,0.047,0.20889999,4.3,0.0621,-71598000,2.177,,,243523008,1.09,366004992,2.569,3.062,413396000,50.06,1.852,122905000,85708000,0.097,-0.08132,949 724 1397,-0.17319,70.794,12710000,-0.016239999,-0.10154,-5405000,0.29731,0.03075,2.127,,,,,,,,,,http://investors.cleanenergyfuels.com/,,-119,-0.09,22,4,7.25,5,1.44444,9,7,3,10,3,6,1738368000,,
LIXTW,631 830 7092,"LIXTE Biotechnology Holdings, Inc., a clinical-stage pharmaceutical company, focuses on identifying targets for cancer drug development, and developing and commercializing cancer therapies. Its lead product candidate, LB-100 is in phase 1b clinical trials combined with Atezolizumab for patients with microsatellite stable metastatic colon cancer. The company's Phase 1b portion of its advanced soft tissue sarcoma clinical trial seeks to determine appropriate dosing and toxicity for treating soft tissue sarcomas with combination of LB-100 and standard-of-care chemotherapy; and LB-100 combined with dostarlimab that is in phase 1b/2 for ovarian clear cell carcinoma. The company has a clinical trial research agreement with the Netherlands Cancer Institute; collaboration agreement for an investigator-initiated clinical trial with the Spanish Sarcoma Group; and a development collaboration agreement with the Netherlands Cancer Institute. Lixte Biotechnology Holdings, Inc. was founded in 2005 and is based in Pasadena, California.",86400,4,0.038,0.037,0.038,0.038,0.038,0.037,0.038,0.038,,3058,3058,2518,3080,3080,,,,,,0.019,0.11,0.02584,0.04456,,USD,,,,,,NCM,EQUITY,LIXTW,LIXTW,"Lixte Biotechnology Holdings, I","Lixte Biotechnology Holdings, Inc.",1606487400,America/New_York,EST,7d9efa0a-36db-3745-bd3f-28f9fedaf40c,finmb_29181356,-18000000,,680 East Colorado Boulevard,Suite 180,Pasadena,CA,91101,United States,https://lixte.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"[{'maxAge': 1, 'name': 'Mr. Bastiaan  van der Baan M.Sc.', 'age': 51, 'title': 'President, CEO & Chairman of the Board of Directors', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 172784, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert Neal Weingarten', 'age': 71, 'title': 'VP & CFO', 'yearBorn': 1952, 'fiscalYear': 2023, 'totalPay': 175000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric J. Forman J.D.', 'age': 44, 'title': 'VP & COO', 'yearBorn': 1979, 'fiscalYear': 2023, 'totalPay': 200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johannes Henricus Matthias Schellens M.D., Ph.D.', 'age': 67, 'title': 'Chief Medical Officer', 'yearBorn': 1956, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,,,,,0.22,0.17272727,,,,,,,-0.39682537,0.2000997,0.038,none,USD,3,,,,1977148,,,,,,,,,-4033256,,,,2595222,1.154,,6.158,6.329,,,,,-3454778,,,631 982 5050,,,,-0.87331,-1.63334,-1951453,,,-0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAY,,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (“FLEX Options”) that reference the price performance of the iShares Russell 2000 ETF (the “Underlying ETF”). The fund is non-diversified.",86400,2,25.3353,25.4,25.38,25.52,25.3353,25.4,25.38,25.52,,9521,9521,13866,23020,23020,25.44,25.51,1800,2200,71981784,21.6,25.84,25.23872,24.19436,25.39,USD,Defined Outcome,0.0246228,First Trust,1684454400,Exchange Traded Fund,BTS,ETF,SMAY,SMAY,FT Vest U.S. Small Cap Moderate,FT Vest U.S. Small Cap Moderate Buffer ETF - May,1684762200,America/New_York,EST,6d1318f1-ed3c-3919-bad3-4dec3c9624b8,finmb_1821495465,-18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXT,951-300-0788,"SolarMax Technology, Inc., through its subsidiaries, operates as an integrated solar energy company in the United States and China. The company engages in the sale and installation of photovoltaic and battery backup systems; sale of LED systems; and identifying and procuring solar farm projects for resale to third parties, as well as provision of engineering, procuring, and construction services for solar farm projects. It serves residential, commercial, and government customers. SolarMax Technology, Inc. was incorporated in 2008 and is headquartered in Riverside, California.",86400,4,1.65,1.68,1.47,1.7,1.65,1.68,1.47,1.7,,362031,362031,402561,217410,217410,1.61,1.62,100,100,,0.6,15.88,1.5864,3.470775,,USD,,,,,,NGM,EQUITY,SMXT,SMXT,Solarmax Technology Inc.,"SolarMax Technology, Inc.",1709044200,America/New_York,EST,e6ef27bf-1f9f-3b7b-9e3b-35e672975ca8,finmb_59029754,-18000000,,3080 12th Street,,Riverside,CA,92507,United States,https://www.solarmaxtech.com,Solar,solar,Solar,Technology,technology,Technology,"[{'maxAge': 1, 'name': 'Mr. David Bingwen Hsu', 'age': 59, 'title': 'Chairman & CEO', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 771486, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stephen P.  Brown', 'age': 64, 'title': 'CFO & Secretary', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 376896, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dee R. Balch', 'age': 59, 'title': 'SVP & Chief Accounting Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Guillermo  Santomauro', 'title': 'Sales Director', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bin  Lu', 'age': 54, 'title': 'Head of China Segment', 'yearBorn': 1969, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,72907240,45284000,0.0239,45284000,-0.4,,1703980800,1735603200,1719705600,-0.71,,,-0.7875,0.2000997,1.61,none,USD,79,,1.9846393,73768992,24114170,395756,444762,1727654400,1730332800,0.0088,0.33678,1.43,0.012200001,-19885744,2.008,,,9048212,0.201,35997068,0.571,0.708,36735764,,0.886,7119721,-2823529,-0.698,-0.53871,,-0.54132,-3.637,-20284536,-0.22104,,6392332,0.19381,-0.55217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKZ,631-470-2600,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by tactically allocating the fund’s assets between unaffiliated fixed income ETFs and cash equivalents. Under normal market conditions, the advisor expects to invest substantially all of its assets in underlying ETFs.",86400,2,25.2059,25.2,25.2,25.27,25.2059,25.2,25.2,25.27,,3766,3766,3016,3790,3790,12.63,37.87,2200,2900,6567982,25.016,26.15,25.43774,25.562428,25.3,USD,Nontraditional Bond,0.0019794,Ocean Park ETF,1720569600,Exchange Traded Fund,PCX,ETF,DUKZ,DUKZ,Northern Lights Fund Trust Ocea,Ocean Park Diversified Income ETF,1720704600,America/New_York,EST,f4551cac-b29c-31b0-a418-1beb60a00142,finmb_1879271265,-18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHS,440 439 7700,"Arhaus, Inc. operates as a lifestyle brand and premium retailer in the home furnishings market in the United States. It provides merchandise assortments across various categories, including furniture, lighting, textiles, décor, and outdoor. The company's furniture products comprise bedroom, dining room, living room, and home office furnishings, which includes sofas, dining tables and chairs, accent chairs, console and coffee tables, beds, headboards, dressers, desks, bookcases, modular storage, and other items; and outdoor products, such as outdoor dining tables, chairs, chaises and other furniture, lighting, textiles, décor, umbrellas, and fire pits. It offers lighting products, including various distinct and artistic lighting fixtures comprising chandeliers, pendants, table and floor lamps, and sconces; textile products, such as handcrafted indoor and outdoor rugs, bed linens, and pillows and throws; and décor products, including various wall art to mirrors, vases to candles, and other decorative accessories. The company distributes its products through an omni-channel model comprising showrooms, e-commerce platform, print and digital media, and in-home designer services. Arhaus, Inc. was founded in 1986 and is headquartered in Boston Heights, Ohio.",86400,2,12.41,12.39,12.12,12.4856,12.41,12.39,12.12,12.4856,21.821428,956800,956800,1502294,1673770,1673770,8.93,15.55,200,200,,8.3,19.81,10.5427,12.804475,,USD,,,,,,NMS,EQUITY,ARHS,ARHS,"Arhaus, Inc.","Arhaus, Inc.",1636032600,America/New_York,EST,21dd7738-6b3d-381c-a053-d275846dbbe4,finmb_1684295272,-18000000,,51 E. Hines Hill Road,,Boston Heights,OH,44236,United States,https://www.arhaus.com,Home Improvement Retail,home-improvement-retail,Home Improvement Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"[{'maxAge': 1, 'name': 'Mr. John P. Reed', 'age': 69, 'title': 'Founder, Chairman, President & CEO', 'yearBorn': 1955, 'fiscalYear': 2023, 'totalPay': 2873977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Venkat  Nachiappan', 'age': 48, 'title': 'Chief Information Officer', 'yearBorn': 1976, 'fiscalYear': 2023, 'totalPay': 592582, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lisa  Chi', 'age': 48, 'title': 'Chief Merchandising Officer', 'yearBorn': 1976, 'fiscalYear': 2023, 'totalPay': 641416, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Sedor', 'age': 41, 'title': 'Chief Accounting Officer', 'yearBorn': 1983, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Wendy M. Watson', 'title': 'Senior Vice President of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jennifer E. Porter', 'age': 41, 'title': 'Chief Marketing & eCommerce Officer', 'yearBorn': 1983, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathy E. Veltri', 'age': 61, 'title': 'Chief Retail Officer', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 933084, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Allan  Churchmack', 'title': 'Company Secretary', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,1717276672,53414100,1.1421701,140530000,2.282,5.354952,1703980800,1735603200,1727654400,0.56,,,-0.002588451,0.2000997,12.22,buy,USD,2150,1710892800,1.3542081,2082261632,50965908,7341415,5831099,1734048000,1736899200,0.052199997,0.03543,4.68,0.3353,78472000,1.642,0.5,1710892800,183235008,1.304,521523008,0.444,1.225,1268103936,162.648,9.062,590336000,139855008,-0.022,0.03344,,0.061880004,15.432,134928992,0.05328,0.24946,29264376,0.46553,0.106400006,2.57,,,,,,,,,,,,23.4387,0.46,15,9.5,12.23077,12,2.14286,13,10,10,5,10,10,1738368000,-0.497,-0.5
WBWB,,"Wu Ba Superior Products Holding Group Inc. owns and operates an ecommerce business in the People's Republic of China. Its ecommerce platform offers marketplace services that enable third-party merchants to sell products to consumers. The company is headquartered in ShenZhen, China.",86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,Infinity,100,100,9,,,,,,,,0.0002,0.0003,0.0003,0.0002365,,USD,,,,,,OEM,EQUITY,WBWB,WBWB,WU BA SUPERIOR PRODS HLDG GROUP,WU BA Superior Products Holding Group Inc.,1314883800,America/New_York,EST,035793d3-b863-3a3b-bc82-9337e0c07267,finmb_655693307,-18000000,,Zhongan Building,Unit 1301 1 Guangchuang Road Longgang District,ShenZhen,,,China,,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"[{'maxAge': 1, 'name': 'Mr. Yanhuan  Chen', 'age': 38, 'title': 'Chairman, CEO, CFO, President & Secretary', 'yearBorn': 1986, 'fiscalYear': 2019, 'totalPay': 35000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jinlin  Zhang', 'age': 34, 'title': 'Vice Chairman & COO', 'yearBorn': 1990, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}]",1577750400,30476,101587000,,101585000,-0.031,,,,,,1:10,1577404800,0.5,0.2000997,0.0003,none,USD,,,,,,,,,,,0.98438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELAB,866-794-4940,"Elevai Labs Inc., a skincare development company, designs, manufactures, and markets skincare products in the United States. The company offers Empower and Enfinity post-skincare procedure care serums for the face, neck, and upper chest regions. It serves dermatologists, plastic surgeons, medical spa owners, and physicians focused on aesthetic and therapeutic skincare. The company was formerly known as Reactive Medical Labs Inc. and changed its name to Elevai Labs, Inc. in December 2021. Elevai Labs Inc. was incorporated in 2020 and is based in Newport Beach, California.",86400,4,1.74,1.78,1.69,1.79,1.74,1.78,1.69,1.79,,342598,342598,2718627,8677670,8677670,1.29,2.17,200,100,,1.61,176,2.3774,58.47435,,USD,,,,,,NCM,EQUITY,ELAB,ELAB,PMGC Holdings Inc.,PMGC Holdings Inc.,1700577000,America/New_York,EST,5c695af1-36eb-364e-86db-fbf1f5ae6ba9,finmb_1683617420,-18000000,,120 Newport Center Drive,Suite 250,Newport Beach,CA,92660,United States,https://elevaiskincare.com,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"[{'maxAge': 1, 'name': 'Mr. Graydon  Bensler C.F.A.', 'age': 32, 'title': 'CEO, CFO, Secretary & Director', 'yearBorn': 1991, 'fiscalYear': 2023, 'totalPay': 110000, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,5377592,3072910,0.18195999,517660992,0.221,7.918552,1703980800,1735603200,1719705600,-88.92,0.180555556,1732665600,-0.98648435,0.2000997,1.75,none,USD,18,,2.1742253,569062,16071509,9422947,686391,1727654400,1730332800,0.1908,0.72977996,0.17,0.2228,-4750704,0.23,,,100034,0.005,140063,0.067,1.05,2473337,5.306,0.168,1712749,-6007306,0.913,-2.31532,,-1.9207699,-0.119,-4782589,-0.88552004,-3.51004,-3571104,0.69249,-1.93366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIBR,630-241-4141,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index includes securities of companies classified as ""cyber security"" companies by CTA. The fund is non-diversified.",86400,2,68.2,68.48,68.02,69.4099,68.2,68.48,68.02,69.4099,36.52298,734872,734872,628920,847000,847000,69.16,69.32,300,300,7329851392,50.525,69.4099,64.7098,59.1703,66.73,USD,Technology,0.0523247,First Trust,1436140800,Exchange Traded Fund,NGM,ETF,CIBR,CIBR,First Trust NASDAQ Cybersecurit,First Trust NASDAQ Cybersecurity ETF,1436275800,America/New_York,EST,643387c7-3c91-35de-9f1a-f41173726984,finmb_303124248,-18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.78,0.1256797,0.1659067,,,,,,,,,,,,,,,,,,,,,,,
AVGX,,The fund is an actively managed exchange traded fund (“ETF”) that attempts to achieve two times (200%) the daily percentage change in the share price of the underlying security by entering into swap agreements on the underlying security. The fund is non-diversified.,86400,2,27.86,30.503,29.1201,31.729,27.86,30.503,29.1201,31.729,,1449220,1449220,902596,1701620,1701620,30.2,30.34,300,300,99642440,12.79,39,27.2954,23.194939,35.5739,USD,Trading--Leveraged Equity,0.093769304,Defiance ETFs,1724198400,Exchange Traded Fund,NGM,ETF,AVGX,AVGX,Defiance Daily Target 2X Long A,Defiance Daily Target 2X Long AVGO ETF,1724333400,America/New_York,EST,ac4a2333-1b1f-378b-942e-7c7c56390591,finmb_1878721784,-18000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMPY,832 219 9001,"Amplify Energy Corp., together with its subsidiaries, engages in the acquisition, development, exploitation, and production of oil and natural gas properties in the United States. The company's properties consist of operated and non-operated working interests in producing and undeveloped leasehold acreage, as well as working interests in identified producing wells located in Oklahoma, the Rockies, federal waters offshore Southern California, East Texas/North Louisiana, and Eagle Ford. The company is based in Houston, Texas.",86400,2,5.42,5.43,5.31,5.4518,5.42,5.43,5.31,5.4518,3.5032258,190961,190961,315157,442270,442270,5.3,5.55,800,800,,3.56,8.15,6.1008,6.57995,,USD,,,,,,NYQ,EQUITY,AMPY,AMPY,Amplify Energy Corp.,Amplify Energy Corp.,1334928600,America/New_York,EST,241e3676-95c0-313a-8da2-689fcd2446f1,finmb_134724049,-18000000,,500 Dallas Street,Suite 1700,Houston,TX,77002,United States,https://www.amplifyenergy.com,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"[{'maxAge': 1, 'name': 'Mr. Martyn A. Willsher', 'age': 46, 'title': 'President, CEO & Director', 'yearBorn': 1978, 'fiscalYear': 2023, 'totalPay': 1057492, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James G. Frew', 'age': 46, 'title': 'Senior VP & CFO', 'yearBorn': 1978, 'fiscalYear': 2023, 'totalPay': 621460, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel  Furbee', 'age': 41, 'title': 'Senior VP & COO', 'yearBorn': 1983, 'fiscalYear': 2023, 'totalPay': 619640, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric  Dulany', 'age': 48, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1976, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jason W. Moore', 'title': 'Vice President of Human Resources & Administration', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric M. Willis J.D.', 'age': 45, 'title': 'Senior VP, General Counsel & Corporate Secretary', 'yearBorn': 1979, 'fiscalYear': 2023, 'totalPay': 613300, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anthony William Lopez', 'age': 43, 'title': 'Senior Vice President of Engineering & Exploitation', 'yearBorn': 1981, 'fiscalYear': 2023, 'totalPay': 374704, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Jordan', 'title': 'Director of Finance & Treasurer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",1703980800,216884512,39941900,0.29393998,39941900,10.422,0.5210132,1703980800,1735603200,1727654400,1.55,1:10,1438646400,-0.11525422,0.2000997,5.43,strong_buy,USD,214,1584057600,0.7119254,,36250579,1192620,954340,1734048000,1736899200,0.0299,0.04942,3.62,0.0305,61142000,,0.1,1584057600,,,125578000,0.488,1.06,304644992,30.284,7.716,142128992,67200000,-0.09,0.4702,,0.20993,,138282000,0.084259994,0.16814,-3233750,0.46653998,0.45391,1.962,,,,,,,,,,,,3.992647,1.21,11,9,9.83333,9.5,1.33333,3,6,4,3,2,2,1738368000,,
